ano,codigo_orgao,orgao_orcamentario,co_funcao,funcao,projeto_de_lei,dotacao_inicial,dotacao_atual,empenhado,liquidado,pago
2018,74919,Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,28,Encargos Especiais,0.06,0.06,0.06,0,0,0
2018,75000,Dívida Pública Federal,28,Encargos Especiais,1776.31,1776.31,1776.11,1063.83,1063.83,1063.82
2018,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",09,Previdência Social,0,0,0,0,0,0
2018,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",14,Direitos da Cidadania,0.24,0.33,0.42,0.41,0.26,0.26
2018,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",28,Encargos Especiais,0,0,0.01,0.01,0.01,0.01
2018,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",99,Reserva de Contingência,0.06,0.06,0.06,0,0,0
2018,90000,Reserva de Contingência,99,Reserva de Contingência,8.15,2.48,0.5,0,0,0
2019,01000,Camara dos Deputados,01,Legislativa,4.39,4.37,4.34,3.95,3.86,3.86
2019,01000,Camara dos Deputados,09,Previdência Social,1.91,1.91,1.97,1.93,1.93,1.93
2019,01000,Camara dos Deputados,28,Encargos Especiais,0,0,0,0,0,0
2019,01000,Camara dos Deputados,99,Reserva de Contingência,0.01,0.03,0,0,0,0
2019,02000,Senado Federal,01,Legislativa,2.41,2.41,2.37,2.27,2.2,2.2
2019,02000,Senado Federal,09,Previdência Social,2.08,2.08,2.13,2.12,2.12,2.12
2019,02000,Senado Federal,28,Encargos Especiais,0,0,0,0,0,0
2019,02000,Senado Federal,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2019,03000,Tribunal de Contas da União,01,Legislativa,1.5,1.5,1.4,1.32,1.3,1.3
2019,03000,Tribunal de Contas da União,09,Previdência Social,0.73,0.73,0.83,0.83,0.82,0.82
2019,03000,Tribunal de Contas da União,28,Encargos Especiais,0,0,0,0,0,0
2019,03000,Tribunal de Contas da União,99,Reserva de Contingência,0,0,0,0,0,0
2019,10000,Supremo Tribunal Federal,02,Judiciária,0.58,0.58,0.59,0.56,0.54,0.54
2019,10000,Supremo Tribunal Federal,09,Previdência Social,0.16,0.16,0.16,0.16,0.16,0.16
2019,10000,Supremo Tribunal Federal,28,Encargos Especiais,0,0,0,0,0,0
2019,10000,Supremo Tribunal Federal,99,Reserva de Contingência,0.04,0.04,0.03,0,0,0
2019,11000,Superior Tribunal de Justiça,02,Judiciária,1.21,1.21,1.2,1.14,1.08,1.08
2019,11000,Superior Tribunal de Justiça,09,Previdência Social,0.37,0.37,0.41,0.41,0.41,0.41
2019,11000,Superior Tribunal de Justiça,28,Encargos Especiais,0,0,0,0,0,0
2019,11000,Superior Tribunal de Justiça,99,Reserva de Contingência,0.06,0.06,0.03,0,0,0
2019,12000,Justiça Federal,02,Judiciária,10.05,10.05,10.9,10.62,10.5,10.48
2019,12000,Justiça Federal,09,Previdência Social,1.49,1.49,1.81,1.8,1.8,1.8
2019,12000,Justiça Federal,28,Encargos Especiais,0,0,0,0,0,0
2019,12000,Justiça Federal,99,Reserva de Contingência,1.32,1.32,0.15,0,0,0
2019,13000,Justiça Militar da União,02,Judiciária,0.35,0.35,0.35,0.34,0.32,0.32
2019,13000,Justiça Militar da União,09,Previdência Social,0.22,0.22,0.23,0.23,0.23,0.23
2019,13000,Justiça Militar da União,99,Reserva de Contingência,0.02,0.02,0.01,0,0,0
2019,14000,Justiça Eleitoral,02,Judiciária,6.33,6.3,6.44,5.9,5.75,5.74
2019,14000,Justiça Eleitoral,09,Previdência Social,0.97,0.97,1.11,1.1,1.1,1.1
2019,14000,Justiça Eleitoral,28,Encargos Especiais,0.93,0.93,0.93,0.92,0.9,0.9
2019,14000,Justiça Eleitoral,99,Reserva de Contingência,0.37,0.4,0.13,0,0,0
2019,15000,Justiça do Trabalho,02,Judiciária,15.96,15.93,16.45,16.08,15.94,15.86
2019,15000,Justiça do Trabalho,09,Previdência Social,4.69,4.69,5.54,5.54,5.54,5.54
2019,15000,Justiça do Trabalho,28,Encargos Especiais,0,0,0,0,0,0
2019,15000,Justiça do Trabalho,99,Reserva de Contingência,1.56,1.56,0.2,0,0,0
2019,16000,Justiça do Distrito Federal e dos Territórios,02,Judiciária,2.41,2.41,2.45,2.41,2.38,2.38
2019,16000,Justiça do Distrito Federal e dos Territórios,09,Previdência Social,0.5,0.5,0.53,0.53,0.53,0.53
2019,16000,Justiça do Distrito Federal e dos Territórios,99,Reserva de Contingência,0.11,0.11,0.03,0,0,0
2019,17000,Conselho Nacional de Justiça,02,Judiciária,0.23,0.23,0.23,0.21,0.2,0.19
2019,17000,Conselho Nacional de Justiça,09,Previdência Social,0,0,0,0,0,0
2019,17000,Conselho Nacional de Justiça,99,Reserva de Contingência,0,0,0,0,0,0
2019,20000,Presidência da República,04,Administração,0.94,0.89,0.9,0.83,0.57,0.54
2019,20000,Presidência da República,06,Segurança Pública,0.35,0.35,0.44,0.43,0.4,0.37
2019,20000,Presidência da República,09,Previdência Social,0.41,1.02,0.39,0.37,0.37,0.35
2019,20000,Presidência da República,14,Direitos da Cidadania,0,0,0,0,0,0
2019,20000,Presidência da República,21,Organização Agrária,0,1.81,0,0,0,0
2019,20000,Presidência da República,24,Comunicações,0.54,0.54,0.5,0.47,0.43,0.4
2019,20000,Presidência da República,26,Transporte,0,0.12,0,0,0,0
2019,20000,Presidência da República,28,Encargos Especiais,0.11,2.15,0.1,0.09,0.09,0.09
2019,20000,Presidência da República,99,Reserva de Contingência,0.07,0.3,0.07,0,0,0
2019,22000,Ministério da Agricultura e Pecuária,09,Previdência Social,2.58,1.97,2.71,2.7,2.7,2.52
2019,22000,Ministério da Agricultura e Pecuária,14,Direitos da Cidadania,0,0,0,0,0,0
2019,22000,Ministério da Agricultura e Pecuária,18,Gestão Ambiental,0.07,0,0.07,0.06,0.04,0.04
2019,22000,Ministério da Agricultura e Pecuária,20,Agricultura,9.42,9.74,11.15,9.69,7.53,6.91
2019,22000,Ministério da Agricultura e Pecuária,21,Organização Agrária,1.41,0,1.43,1.39,1.25,1.19
2019,22000,Ministério da Agricultura e Pecuária,28,Encargos Especiais,2.29,0.15,2.26,2.25,2.25,2.24
2019,22000,Ministério da Agricultura e Pecuária,99,Reserva de Contingência,0.22,0.03,0.22,0,0,0
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",04,Administração,0,0,0,0,0,0
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",09,Previdência Social,1.89,1.89,1.89,1.87,1.87,1.75
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",19,Ciência e Tecnologia,4.86,6.1,5.2,5.1,4.54,4.37
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",24,Comunicações,0.69,0.69,0.65,0.62,0.51,0.49
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",28,Encargos Especiais,1.4,1.46,1.4,1.05,1.05,1.05
2019,24000,"Ministério da Ciência, Tecnologia e Inovação",99,Reserva de Contingência,4.77,5.21,4.77,0,0,0
2019,25000,Ministério da Fazenda,04,Administração,20.64,14.96,21.54,20.63,19.31,18.29
2019,25000,Ministério da Fazenda,08,Assistência Social,0.01,0,0.01,0.01,0.01,0.01
2019,25000,Ministério da Fazenda,09,Previdência Social,450.75,11.75,640.37,639.16,638.96,601.94
2019,25000,Ministério da Fazenda,11,Trabalho,80.29,0,77.95,74.27,72.49,72.48
2019,25000,Ministério da Fazenda,22,Indústria,1.16,0,1.18,1.12,1.06,1.03
2019,25000,Ministério da Fazenda,23,Comércio e Serviços,0.1,0,0.12,0.11,0.05,0.05
2019,25000,Ministério da Fazenda,28,Encargos Especiais,26.31,1.87,29.33,28.84,27.98,27.8
2019,25000,Ministério da Fazenda,99,Reserva de Contingência,2.3,1.35,2.3,0,0,0
2019,26000,Ministério da Educação,09,Previdência Social,15.7,15.7,17.15,16.88,16.88,15.7
2019,26000,Ministério da Educação,12,Educação,100.2,102.95,104.77,100.48,88.55,84.57
2019,26000,Ministério da Educação,28,Encargos Especiais,0.82,0.82,0.84,0.82,0.82,0.82
2019,26000,Ministério da Educação,99,Reserva de Contingência,5.25,3.49,1.69,0,0,0
2019,28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",09,Previdência Social,0,0.23,0,0,0,0
2019,28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",22,Indústria,0,1.45,0,0,0,0
2019,28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",23,Comércio e Serviços,0,0.12,0,0,0,0
2019,28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",28,Encargos Especiais,0,0.95,0,0,0,0
2019,28000,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços",99,Reserva de Contingência,0,0.7,0,0,0,0
2019,29000,Defensoria Pública da União,03,Essencial à Justiça,0.57,0.57,0.6,0.57,0.53,0.51
2019,29000,Defensoria Pública da União,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2019,29000,Defensoria Pública da União,99,Reserva de Contingência,0.04,0.04,0,0,0,0
2019,30000,Ministério da Justiça e Segurança Pública,03,Essencial à Justiça,0.03,0.01,0,0,0,0
2019,30000,Ministério da Justiça e Segurança Pública,04,Administração,0.33,0.24,0.26,0.23,0.18,0.17
2019,30000,Ministério da Justiça e Segurança Pública,06,Segurança Pública,9.53,0.09,10.35,10.1,8.5,8.02
2019,30000,Ministério da Justiça e Segurança Pública,09,Previdência Social,3.93,0.29,4.38,4.36,4.35,4.08
2019,30000,Ministério da Justiça e Segurança Pública,11,Trabalho,0,0,0,0,0,0
2019,30000,Ministério da Justiça e Segurança Pública,13,Cultura,0,0,0,0,0,0
2019,30000,Ministério da Justiça e Segurança Pública,14,Direitos da Cidadania,1.17,1.34,2.18,1.83,0.63,0.61
2019,30000,Ministério da Justiça e Segurança Pública,28,Encargos Especiais,0.07,0,0.11,0.11,0.11,0.09
2019,30000,Ministério da Justiça e Segurança Pública,99,Reserva de Contingência,1.21,0.01,1.21,0,0,0
2019,30211,Conselho Administrativo de Defesa Econômica,09,Previdência Social,0,0,0,0,0,0
2019,30211,Conselho Administrativo de Defesa Econômica,14,Direitos da Cidadania,0.06,0.05,0.06,0.05,0.04,0.03
2019,32000,Ministério de Minas e Energia,09,Previdência Social,0.1,0.1,0.1,0.1,0.1,0.09
2019,32000,Ministério de Minas e Energia,18,Gestão Ambiental,0.03,0.03,0.02,0.01,0,0
2019,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,0.76,0,0.69,0.63,0.61,0.58
2019,32000,Ministério de Minas e Energia,22,Indústria,0.63,0.63,0.57,0.49,0.46,0.42
2019,32000,Ministério de Minas e Energia,25,Energia,0.89,0.45,1.09,1.01,0.77,0.76
2019,32000,Ministério de Minas e Energia,28,Encargos Especiais,3.56,3.51,35.39,34.46,34.46,34.46
2019,32000,Ministério de Minas e Energia,99,Reserva de Contingência,1.21,0.76,1.21,0,0,0
2019,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",09,Previdência Social,0.01,0.01,0.02,0.02,0.02,0.02
2019,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",25,Energia,0.44,0.44,0.44,0.4,0.35,0.34
2019,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",28,Encargos Especiais,0,0,0,0,0,0
2019,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",99,Reserva de Contingência,1.87,1.87,1.87,0,0,0
2019,32266,Agência Nacional de Energia Elétrica,09,Previdência Social,0,0,0,0,0,0
2019,32266,Agência Nacional de Energia Elétrica,25,Energia,1.3,1.32,1.35,1.29,1.24,1.23
2019,32266,Agência Nacional de Energia Elétrica,28,Encargos Especiais,0.01,0.01,0.01,0.01,0.01,0.01
2019,32266,Agência Nacional de Energia Elétrica,99,Reserva de Contingência,0.25,0.25,0.25,0,0,0
2019,32396,Agência Nacional de Mineração,09,Previdência Social,0.06,0.06,0.06,0.06,0.06,0.06
2019,32396,Agência Nacional de Mineração,22,Indústria,0.3,0.3,0.3,0.29,0.27,0.25
2019,32396,Agência Nacional de Mineração,28,Encargos Especiais,0,0,0,0,0,0
2019,32396,Agência Nacional de Mineração,99,Reserva de Contingência,0.26,0.26,0.26,0,0,0
2019,34000,Ministério Público da União,03,Essencial à Justiça,5.99,5.99,6.34,6.18,6.08,6.07
2019,34000,Ministério Público da União,09,Previdência Social,0.74,0.74,0.84,0.84,0.84,0.84
2019,34000,Ministério Público da União,28,Encargos Especiais,0,0,0,0,0,0
2019,34000,Ministério Público da União,99,Reserva de Contingência,0.32,0.32,0,0,0,0
2019,35000,Ministério das Relações Exteriores,07,Relações Exteriores,3.34,3.31,3.59,3.34,3.23,3.22
2019,35000,Ministério das Relações Exteriores,09,Previdência Social,0.38,0.38,0.4,0.4,0.4,0.37
2019,36000,Ministério da Saúde,09,Previdência Social,9.4,9.4,9.97,9.93,9.93,9.21
2019,36000,Ministério da Saúde,10,Saúde,113.26,121.58,126.08,125.08,114.91,113.37
2019,36000,Ministério da Saúde,28,Encargos Especiais,0.32,0.32,0.31,0.29,0.29,0.29
2019,36000,Ministério da Saúde,99,Reserva de Contingência,5.38,0.04,0.01,0,0,0
2019,36212,Agência Nacional de Vigilância Sanitária,09,Previdência Social,0.15,0.15,0.16,0.16,0.16,0.14
2019,36212,Agência Nacional de Vigilância Sanitária,10,Saúde,0.71,0.71,0.65,0.61,0.57,0.55
2019,36212,Agência Nacional de Vigilância Sanitária,28,Encargos Especiais,0,0,0,0,0,0
2019,36213,Agência Nacional de Saúde Suplementar,09,Previdência Social,0.01,0.01,0.01,0.01,0.01,0.01
2019,36213,Agência Nacional de Saúde Suplementar,10,Saúde,0.33,0.33,0.33,0.3,0.28,0.26
2019,36213,Agência Nacional de Saúde Suplementar,28,Encargos Especiais,0.02,0.02,0.02,0.02,0.02,0.02
2019,36213,Agência Nacional de Saúde Suplementar,99,Reserva de Contingência,0.23,0.23,0.23,0,0,0
2019,37000,Controladoria-Geral da União,04,Administração,0.88,0.88,0.91,0.88,0.85,0.79
2019,37000,Controladoria-Geral da União,09,Previdência Social,0.2,0.2,0.23,0.23,0.23,0.21
2019,39000,Ministério dos Transportes,09,Previdência Social,3.24,3.24,3.24,3.19,3.18,2.96
2019,39000,Ministério dos Transportes,26,Transporte,10.26,10.32,9.83,9.73,6.4,6.33
2019,39000,Ministério dos Transportes,28,Encargos Especiais,1.21,1.21,2.08,2.06,1.55,1.55
2019,39000,Ministério dos Transportes,99,Reserva de Contingência,4.43,3.6,4.43,0,0,0
2019,39250,Agência Nacional de Transportes Terrestres,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2019,39250,Agência Nacional de Transportes Terrestres,26,Transporte,0.67,0.67,0.62,0.57,0.49,0.47
2019,39250,Agência Nacional de Transportes Terrestres,28,Encargos Especiais,0,0,0,0,0,0
2019,39250,Agência Nacional de Transportes Terrestres,99,Reserva de Contingência,0,0,0,0,0,0
2019,39251,Agência Nacional de Transportes Aquaviários,09,Previdência Social,0.01,0.01,0.01,0.01,0.01,0.01
2019,39251,Agência Nacional de Transportes Aquaviários,26,Transporte,0.16,0.16,0.16,0.14,0.14,0.13
2019,39251,Agência Nacional de Transportes Aquaviários,28,Encargos Especiais,0,0,0,0,0,0
2019,39254,Agência Nacional de Aviação Civil,09,Previdência Social,0.03,0.03,0.03,0.02,0.02,0.02
2019,39254,Agência Nacional de Aviação Civil,26,Transporte,0.53,0.53,0.53,0.51,0.49,0.46
2019,39254,Agência Nacional de Aviação Civil,99,Reserva de Contingência,0.16,0.16,0.16,0,0,0
2019,40000,Ministério do Trabalho e Emprego,04,Administração,0,1.49,0,0,0,0
2019,40000,Ministério do Trabalho e Emprego,09,Previdência Social,0,1.87,0,0,0,0
2019,40000,Ministério do Trabalho e Emprego,11,Trabalho,0,80.41,0,0,0,0
2019,40000,Ministério do Trabalho e Emprego,28,Encargos Especiais,0,5.99,0,0,0,0
2019,42000,Ministério da Cultura,09,Previdência Social,0,0.19,0,0,0,0
2019,42000,Ministério da Cultura,13,Cultura,0,1.83,0,0,0,0
2019,42000,Ministério da Cultura,28,Encargos Especiais,0,0,0,0,0,0
2019,42000,Ministério da Cultura,99,Reserva de Contingência,0,0.64,0,0,0,0
2019,42206,Agência Nacional do Cinema,09,Previdência Social,0,0,0,0,0,0
2019,42206,Agência Nacional do Cinema,13,Cultura,0,0.15,0,0,0,0
2019,44000,Ministério do Meio Ambiente e Mudança do Clima,09,Previdência Social,0.64,0.64,0.7,0.68,0.68,0.62
2019,44000,Ministério do Meio Ambiente e Mudança do Clima,18,Gestão Ambiental,1.91,2.02,2.21,2,1.63,1.56
2019,44000,Ministério do Meio Ambiente e Mudança do Clima,28,Encargos Especiais,0.21,0.21,0.21,0.21,0.21,0.21
2019,44000,Ministério do Meio Ambiente e Mudança do Clima,99,Reserva de Contingência,0.51,0.51,0.51,0,0,0
2019,44205,Agência Nacional de Águas e Saneamento Básico,09,Previdência Social,0,0,0,0,0,0
2019,44205,Agência Nacional de Águas e Saneamento Básico,18,Gestão Ambiental,0,0.41,0,0,0,0
2019,47000,Ministério do Planejamento e Orçamento,04,Administração,0,3.82,0,0,0,0
2019,47000,Ministério do Planejamento e Orçamento,09,Previdência Social,0,2.26,0,0,0,0
2019,47000,Ministério do Planejamento e Orçamento,28,Encargos Especiais,0,0.84,0,0,0,0
2019,47000,Ministério do Planejamento e Orçamento,99,Reserva de Contingência,0,0.25,0,0,0,0
2019,51000,Ministério do Esporte,09,Previdência Social,0,0,0,0,0,0
2019,51000,Ministério do Esporte,27,Desporto e Lazer,0,1.14,0,0,0,0
2019,51000,Ministério do Esporte,28,Encargos Especiais,0,0,0,0,0,0
2019,52000,Ministério da Defesa,05,Defesa Nacional,74.32,75.01,84.87,84.06,78.69,75.07
2019,52000,Ministério da Defesa,09,Previdência Social,24.04,24.04,25.56,25.45,25.45,23.54
2019,52000,Ministério da Defesa,19,Ciência e Tecnologia,0,0,0,0,0,0
2019,52000,Ministério da Defesa,28,Encargos Especiais,2.97,2.97,3.02,2.49,2.49,2.44
2019,52000,Ministério da Defesa,99,Reserva de Contingência,5.69,5.69,1.37,0,0,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,04,Administração,1.31,1.15,1.17,1.11,1,0.93
2019,53000,Ministério da Integração e do Desenvolvimento Regional,06,Segurança Pública,0.79,0.89,0.83,0.81,0.64,0.63
2019,53000,Ministério da Integração e do Desenvolvimento Regional,09,Previdência Social,0.57,0.57,0.58,0.58,0.58,0.53
2019,53000,Ministério da Integração e do Desenvolvimento Regional,11,Trabalho,0,0,0,0,0,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,15,Urbanismo,1.78,0.82,7.8,7.47,1.44,1.35
2019,53000,Ministério da Integração e do Desenvolvimento Regional,16,Habitação,0.02,0,0.02,0.02,0.01,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,17,Saneamento,0.46,0.06,0.52,0.51,0.45,0.45
2019,53000,Ministério da Integração e do Desenvolvimento Regional,18,Gestão Ambiental,1.68,1.62,1.99,1.97,1.37,1.36
2019,53000,Ministério da Integração e do Desenvolvimento Regional,19,Ciência e Tecnologia,0.01,0.19,0.1,0.1,0,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,20,Agricultura,0.16,0.28,0.29,0.29,0.09,0.08
2019,53000,Ministério da Integração e do Desenvolvimento Regional,22,Indústria,0,0.01,0.01,0.01,0,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,26,Transporte,0,0.02,0,0,0,0
2019,53000,Ministério da Integração e do Desenvolvimento Regional,28,Encargos Especiais,4.93,0.05,5.12,5.05,5.04,5.04
2019,53000,Ministério da Integração e do Desenvolvimento Regional,99,Reserva de Contingência,0.11,0,0.11,0,0,0
2019,53210,Agência Nacional de Águas e Saneamento Básico,09,Previdência Social,0,0,0,0,0,0
2019,53210,Agência Nacional de Águas e Saneamento Básico,18,Gestão Ambiental,0.41,0,0.41,0.39,0.31,0.3
2019,54000,Ministério do Turismo,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2019,54000,Ministério do Turismo,23,Comércio e Serviços,0.54,0.89,0.91,0.88,0.16,0.15
2019,54000,Ministério do Turismo,28,Encargos Especiais,0,0,0,0,0,0
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",04,Administração,0.38,0,0.28,0.26,0.21,0.19
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",08,Assistência Social,47.1,55.86,96.13,95.96,94.92,92.84
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",09,Previdência Social,0.2,434.64,0.23,0.22,0.22,0.2
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",11,Trabalho,0.01,0,0.04,0.03,0,0
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",13,Cultura,1.68,0,1.9,1.76,0.77,0.74
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",14,Direitos da Cidadania,0.07,0,0.09,0.09,0.03,0.03
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",27,Desporto e Lazer,0.61,0,0.98,0.75,0.16,0.16
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",28,Encargos Especiais,1.03,17.76,1.24,1.24,1.2,1.2
2019,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",99,Reserva de Contingência,0.64,0,0.64,0,0,0
2019,56000,Ministério das Cidades,04,Administração,0,0,0,0,0,0
2019,56000,Ministério das Cidades,09,Previdência Social,0,0,0,0,0,0
2019,56000,Ministério das Cidades,15,Urbanismo,0,3.6,0,0,0,0
2019,56000,Ministério das Cidades,16,Habitação,0,0.23,0,0,0,0
2019,56000,Ministério das Cidades,17,Saneamento,0,0.39,0,0,0,0
2019,56000,Ministério das Cidades,28,Encargos Especiais,0,4.47,0,0,0,0
2019,56000,Ministério das Cidades,99,Reserva de Contingência,0,0.93,0,0,0,0
2019,59000,Conselho Nacional do Ministério Público,03,Essencial à Justiça,0.1,0.1,0.1,0.09,0.09,0.09
2019,59000,Conselho Nacional do Ministério Público,09,Previdência Social,0,0,0,0,0,0
2019,59000,Conselho Nacional do Ministério Público,99,Reserva de Contingência,0,0,0,0,0,0
2019,60000,Gabinete da Vice-Presidência da República,04,Administração,0.02,0.02,0.02,0.02,0.02,0.01
2019,63000,Advocacia-Geral da União,03,Essencial à Justiça,0.94,0.94,0.94,0.83,0.75,0.74
2019,63000,Advocacia-Geral da União,04,Administração,2.2,2.2,2.38,2.38,2.35,2.18
2019,63000,Advocacia-Geral da União,09,Previdência Social,0.66,0.66,0.74,0.74,0.73,0.68
2019,63000,Advocacia-Geral da União,28,Encargos Especiais,0,0,0,0,0,0
2019,71000,Encargos Financeiros da União,28,Encargos Especiais,0,0,0,0,0,0
2019,71000,Encargos Financeiros da União,99,Reserva de Contingência,0,0.29,0,0,0,0
2019,71101,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,12.67,9.18,19.81,16.19,14.44,14.44
2019,71101,Recursos sob Supervisão do Ministério da Fazenda,99,Reserva de Contingência,7.49,0,1.21,0,0,0
2019,71102,Recursos sob Supervisão do Ministério do Planejamento e Orçamento,04,Administração,0,0.45,0,0,0,0
2019,71102,Recursos sob Supervisão do Ministério do Planejamento e Orçamento,28,Encargos Especiais,0,2.65,0,0,0,0
2019,71102,Recursos sob Supervisão do Ministério do Planejamento e Orçamento,99,Reserva de Contingência,0,7.21,0,0,0,0
2019,71103,Encargos Financeiros da União,28,Encargos Especiais,18.39,18.39,16.95,16.01,15.83,15.83
2019,71104,Remuneração de Agentes Financeiros,28,Encargos Especiais,0.75,0.72,0.86,0.79,0.65,0.65
2019,71903,Fundo Social,28,Encargos Especiais,11.26,11.26,11.26,0,0,0
2019,71904,Fundo de Estabilidade do Seguro Rural,04,Administração,0.04,0.04,0.04,0.02,0.02,0.02
2019,71904,Fundo de Estabilidade do Seguro Rural,99,Reserva de Contingência,0.41,0.41,0.41,0,0,0
2019,71905,Fundo de Garantia à Exportação,28,Encargos Especiais,1.47,1.47,1.71,1.57,1.19,1.19
2019,71905,Fundo de Garantia à Exportação,99,Reserva de Contingência,2.77,2.77,2.77,0,0,0
2019,73000,"Transferências a Estados, Distrito Federal e Municípios",28,Encargos Especiais,44.67,44.67,52.96,52.56,49.46,49.46
2019,73101,Recursos sob Supervisão do Ministério da Fazenda,04,Administração,0.02,0,0.02,0.02,0.02,0.01
2019,73101,Recursos sob Supervisão do Ministério da Fazenda,09,Previdência Social,2.79,0,2.78,2.74,2.72,2.52
2019,73101,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,3.65,0.04,3.51,2.99,2.84,2.66
2019,73107,Recursos sob Supervisão do Ministério da Educação,28,Encargos Especiais,12.97,12.97,12.97,12.97,11.03,11.03
2019,73108,Transferências Constitucionais,28,Encargos Especiais,209.88,209.88,216.09,215.1,210.32,210.32
2019,73113,Recursos sob Supervisão do Ministério da Gestão e Inovação em Serviços Públicos,04,Administração,0,3.52,0,0,0,0
2019,73113,Recursos sob Supervisão do Ministério da Gestão e Inovação em Serviços Públicos,09,Previdência Social,0,2.79,0,0,0,0
2019,73113,Recursos sob Supervisão do Ministério da Gestão e Inovação em Serviços Públicos,28,Encargos Especiais,0,0.11,0,0,0,0
2019,73901,Fundo Constitucional do Distrito Federal,04,Administração,0.68,0.68,0.64,0.64,0.64,0.64
2019,73901,Fundo Constitucional do Distrito Federal,09,Previdência Social,1.38,1.38,1.43,1.43,1.42,1.42
2019,73901,Fundo Constitucional do Distrito Federal,28,Encargos Especiais,12.24,12.24,12.23,12.23,12.02,11.95
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,08,Assistência Social,0.01,0.01,0.01,0.01,0,0
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,15,Urbanismo,0,0,0,0,0,0
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,20,Agricultura,5.93,5.17,8.42,7,3.89,3.89
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,22,Indústria,0.01,0.01,0.01,0,0,0
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,23,Comércio e Serviços,2.74,3.07,2.5,1.56,1.55,1.55
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,25,Energia,0.01,0.01,0.01,0.01,0.01,0.01
2019,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,28,Encargos Especiais,0.31,0.31,0.56,0.28,0.15,0.15
2019,74102,Recursos sob Supervisão do Ministério da Fazenda,04,Administração,0.13,0.13,0.13,0.13,0.07,0.07
2019,74201,Recursos sob Supervisão da Superintendência de Seguros Privados/SUSEP,04,Administração,0.01,0.01,0.01,0,0,0
2019,74202,Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,10,Saúde,0,0,0,0,0,0
2019,74203,Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,21,Organização Agrária,0.27,0.27,0.27,0.27,0,0
2019,74204,Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,05,Defesa Nacional,0.26,0.26,0.29,0.29,0.22,0.22
2019,74205,Recursos sob Supervisão da Caixa de Financiamento Imobiliário da Aeronáutica,05,Defesa Nacional,0,0,0,0,0,0
2019,74901,Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,20,Agricultura,5.23,5.23,5.23,4.94,3.85,3.85
