ano,codigo_orgao,orgao_orcamentario,co_funcao,funcao,projeto_de_lei,dotacao_inicial,dotacao_atual,empenhado,liquidado,pago
2019,74902,Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,12,Educação,13.86,13.81,13.63,13.61,9.9,9.9
2019,74904,Recursos sob Supervisão do Fundo da Marinha Mercante/FMM,26,Transporte,5.48,5.48,5.48,1.27,1.27,1.27
2019,74905,Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,24,Comunicações,0.3,0.3,0.3,0.3,0.3,0.3
2019,74906,Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,21,Organização Agrária,0.3,0.3,0.3,0.3,0.18,0.18
2019,74908,Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,23,Comércio e Serviços,0.17,0.17,0.25,0.22,0.02,0.02
2019,74910,"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",19,Ciência e Tecnologia,1.41,1.41,1.41,1.41,1.41,1.41
2019,74912,Recursos sob Supervisão do Fundo Nacional de Cultura,13,Cultura,0.08,0.08,0.08,0.05,0,0
2019,74913,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Norte/FNO,28,Encargos Especiais,2.63,2.63,2.75,2.75,2.65,2.65
2019,74914,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Centro-Oeste/FCO,28,Encargos Especiais,2.63,2.63,2.75,2.75,2.65,2.65
2019,74915,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE,28,Encargos Especiais,7.88,7.88,8.24,8.24,7.96,7.96
2019,74916,Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,18,Gestão Ambiental,0.35,0.35,0.54,0.35,0,0
2019,74917,Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,28,Encargos Especiais,0.4,0.4,0.4,0.4,0,0
2019,74918,Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,28,Encargos Especiais,0.65,0.65,0.65,0.64,0,0
2019,74919,Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,28,Encargos Especiais,0.16,0.16,0.16,0.16,0,0
2019,75000,Dívida Pública Federal,28,Encargos Especiais,1422.15,1422.15,1422.1,1035.59,1035.54,1035.53
2019,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",09,Previdência Social,0.15,0,0,0,0,0
2019,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",14,Direitos da Cidadania,0.71,0.32,0.46,0.43,0.22,0.21
2019,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",28,Encargos Especiais,0.01,0.01,0.01,0.01,0,0
2019,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",99,Reserva de Contingência,0.14,0.14,0.14,0,0,0
2019,82000,Ministério da Segurança Pública,03,Essencial à Justiça,0,0.02,0,0,0,0
2019,82000,Ministério da Segurança Pública,04,Administração,0,0.08,0,0,0,0
2019,82000,Ministério da Segurança Pública,06,Segurança Pública,0,10.19,0,0,0,0
2019,82000,Ministério da Segurança Pública,09,Previdência Social,0,3.79,0,0,0,0
2019,82000,Ministério da Segurança Pública,14,Direitos da Cidadania,0,0.35,0,0,0,0
2019,82000,Ministério da Segurança Pública,28,Encargos Especiais,0,0.07,0,0,0,0
2019,82000,Ministério da Segurança Pública,99,Reserva de Contingência,0.76,1.2,0,0,0,0
2019,90000,Reserva de Contingência,99,Reserva de Contingência,17.07,9.35,7.08,0,0,0
2019,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,08,Assistência Social,45,36.55,0,0,0,0
2019,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,09,Previdência Social,201.71,201.71,0,0,0,0
2019,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,20,Agricultura,5.8,6.49,0,0,0,0
2019,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,23,Comércio e Serviços,0.96,0.63,0,0,0,0
2019,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,28,Encargos Especiais,4.72,3.53,0,0,0,0
2020,01000,Camara dos Deputados,01,Legislativa,4.29,4.29,4.19,3.87,3.76,3.76
2020,01000,Camara dos Deputados,09,Previdência Social,1.95,1.95,1.97,1.93,1.93,1.93
2020,01000,Camara dos Deputados,28,Encargos Especiais,0,0,0,0,0,0
2020,01000,Camara dos Deputados,99,Reserva de Contingência,0.01,0.02,0.01,0,0,0
2020,02000,Senado Federal,01,Legislativa,2.42,2.42,2.46,2.31,2.18,2.18
2020,02000,Senado Federal,09,Previdência Social,2.16,2.16,2.16,2.1,2.1,2.1
2020,02000,Senado Federal,28,Encargos Especiais,0,0,0,0,0,0
2020,02000,Senado Federal,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2020,03000,Tribunal de Contas da União,01,Legislativa,1.43,1.42,1.42,1.34,1.3,1.3
2020,03000,Tribunal de Contas da União,09,Previdência Social,0.8,0.8,0.83,0.83,0.82,0.82
2020,03000,Tribunal de Contas da União,28,Encargos Especiais,0,0,0,0,0,0
2020,03000,Tribunal de Contas da União,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2020,10000,Supremo Tribunal Federal,02,Judiciária,0.52,0.52,0.53,0.52,0.5,0.5
2020,10000,Supremo Tribunal Federal,09,Previdência Social,0.16,0.16,0.16,0.16,0.16,0.16
2020,10000,Supremo Tribunal Federal,28,Encargos Especiais,0,0,0,0,0,0
2020,10000,Supremo Tribunal Federal,99,Reserva de Contingência,0.01,0.01,0,0,0,0
2020,11000,Superior Tribunal de Justiça,02,Judiciária,1.21,1.21,1.24,1.13,1.1,1.09
2020,11000,Superior Tribunal de Justiça,09,Previdência Social,0.41,0.41,0.41,0.41,0.41,0.41
2020,11000,Superior Tribunal de Justiça,28,Encargos Especiais,0,0,0,0,0,0
2020,11000,Superior Tribunal de Justiça,99,Reserva de Contingência,0,0.01,0,0,0,0
2020,12000,Justiça Federal,02,Judiciária,10.52,10.51,10.67,10.5,10.37,10.34
2020,12000,Justiça Federal,09,Previdência Social,1.75,1.75,2,1.97,1.96,1.96
2020,12000,Justiça Federal,28,Encargos Especiais,0,0,0,0,0,0
2020,12000,Justiça Federal,99,Reserva de Contingência,0.05,0.06,0,0,0,0
2020,13000,Justiça Militar da União,02,Judiciária,0.35,0.35,0.35,0.34,0.32,0.32
2020,13000,Justiça Militar da União,09,Previdência Social,0.22,0.22,0.24,0.24,0.23,0.23
2020,13000,Justiça Militar da União,99,Reserva de Contingência,0,0,0,0,0,0
2020,14000,Justiça Eleitoral,02,Judiciária,7.14,7.13,7.3,7.12,6.19,6.18
2020,14000,Justiça Eleitoral,09,Previdência Social,1.09,1.09,1.12,1.11,1.1,1.1
2020,14000,Justiça Eleitoral,28,Encargos Especiais,0.96,0.96,0.96,0.96,0.94,0.94
2020,14000,Justiça Eleitoral,99,Reserva de Contingência,0.09,0.1,0,0,0,0
2020,15000,Justiça do Trabalho,02,Judiciária,15.46,15.44,15.53,15.36,15.23,15.23
2020,15000,Justiça do Trabalho,09,Previdência Social,5.34,5.34,5.7,5.67,5.66,5.66
2020,15000,Justiça do Trabalho,28,Encargos Especiais,0,0,0,0,0,0
2020,15000,Justiça do Trabalho,99,Reserva de Contingência,0.01,0.02,0.02,0,0,0
2020,16000,Justiça do Distrito Federal e dos Territórios,02,Judiciária,2.42,2.41,2.46,2.45,2.42,2.42
2020,16000,Justiça do Distrito Federal e dos Territórios,09,Previdência Social,0.53,0.53,0.56,0.56,0.55,0.55
2020,16000,Justiça do Distrito Federal e dos Territórios,99,Reserva de Contingência,0.01,0.01,0,0,0,0
2020,17000,Conselho Nacional de Justiça,02,Judiciária,0.21,0.2,0.21,0.19,0.19,0.19
2020,17000,Conselho Nacional de Justiça,09,Previdência Social,0,0,0,0,0,0
2020,17000,Conselho Nacional de Justiça,99,Reserva de Contingência,0,0,0,0,0,0
2020,20000,Presidência da República,04,Administração,0.92,0.71,0.94,0.89,0.64,0.62
2020,20000,Presidência da República,06,Segurança Pública,0.36,0.35,0.38,0.37,0.37,0.34
2020,20000,Presidência da República,09,Previdência Social,0.34,0.34,0.38,0.37,0.37,0.36
2020,20000,Presidência da República,24,Comunicações,0.47,0.43,0.47,0.46,0.42,0.4
2020,20000,Presidência da República,28,Encargos Especiais,0.09,0.05,0.05,0.04,0.04,0.04
2020,20000,Presidência da República,99,Reserva de Contingência,0.15,0.15,0.15,0,0,0
2020,22000,Ministério da Agricultura e Pecuária,09,Previdência Social,1.69,1.69,2.81,2.8,2.8,2.59
2020,22000,Ministério da Agricultura e Pecuária,18,Gestão Ambiental,0.05,0.05,0.06,0.06,0.05,0.05
2020,22000,Ministério da Agricultura e Pecuária,20,Agricultura,5.27,6.86,10.43,8.97,7.1,6.76
2020,22000,Ministério da Agricultura e Pecuária,21,Organização Agrária,1.29,1.35,1.56,1.55,1.21,1.16
2020,22000,Ministério da Agricultura e Pecuária,28,Encargos Especiais,1.7,1.7,1.97,1.94,1.94,1.94
2020,22000,Ministério da Agricultura e Pecuária,99,Reserva de Contingência,0.45,0.48,0.45,0,0,0
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",04,Administração,0,0,0,0,0,0
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",09,Previdência Social,1.22,1.22,1.86,1.85,1.85,1.74
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",19,Ciência e Tecnologia,4.1,4.19,5.24,5.17,4.46,4.31
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",24,Comunicações,1.19,1.18,1.2,0.97,0.8,0.77
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",28,Encargos Especiais,0.08,0.09,0.17,0.16,0.16,0.16
2020,24000,"Ministério da Ciência, Tecnologia e Inovação",99,Reserva de Contingência,5.12,5.14,5.14,0,0,0
2020,25000,Ministério da Fazenda,04,Administração,17.78,17.12,22.7,20.97,19.68,18.76
2020,25000,Ministério da Fazenda,08,Assistência Social,0,0,51.64,41.55,33.5,33.5
2020,25000,Ministério da Fazenda,09,Previdência Social,476.67,476.66,681.62,676.87,674.92,634.12
2020,25000,Ministério da Fazenda,11,Trabalho,80.88,80.92,84.46,77.23,75.89,75.87
2020,25000,Ministério da Fazenda,22,Indústria,1,1,1,0.98,0.95,0.92
2020,25000,Ministério da Fazenda,23,Comércio e Serviços,0.08,0.08,0.08,0.07,0.05,0.05
2020,25000,Ministério da Fazenda,28,Encargos Especiais,13.47,13.47,29.97,25.36,24.24,24.08
2020,25000,Ministério da Fazenda,99,Reserva de Contingência,6.9,7,8.92,0,0,0
2020,26000,Ministério da Educação,09,Previdência Social,13.86,13.86,17.67,17.53,17.53,16.35
2020,26000,Ministério da Educação,10,Saúde,0,0,0.39,0.31,0.26,0.26
2020,26000,Ministério da Educação,12,Educação,87.86,88.7,100.43,97.47,85.99,82.01
2020,26000,Ministério da Educação,28,Encargos Especiais,0.21,0.21,0.89,0.83,0.83,0.83
2020,26000,Ministério da Educação,99,Reserva de Contingência,0.34,0.35,0.02,0,0,0
2020,29000,Defensoria Pública da União,03,Essencial à Justiça,0.56,0.56,0.57,0.57,0.51,0.49
2020,29000,Defensoria Pública da União,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2020,29000,Defensoria Pública da União,99,Reserva de Contingência,0.01,0.01,0,0,0,0
2020,30000,Ministério da Justiça e Segurança Pública,03,Essencial à Justiça,0.01,0.01,0,0,0,0
2020,30000,Ministério da Justiça e Segurança Pública,04,Administração,0.19,0.18,0.23,0.23,0.17,0.16
2020,30000,Ministério da Justiça e Segurança Pública,06,Segurança Pública,7.14,8.06,12.91,12.35,10.1,9.63
2020,30000,Ministério da Justiça e Segurança Pública,09,Previdência Social,3.69,3.69,4.47,4.46,4.45,4.19
2020,30000,Ministério da Justiça e Segurança Pública,14,Direitos da Cidadania,0.65,0.66,0.62,0.59,0.43,0.41
2020,30000,Ministério da Justiça e Segurança Pública,28,Encargos Especiais,0.13,0.13,0.18,0.18,0.17,0.16
2020,30000,Ministério da Justiça e Segurança Pública,99,Reserva de Contingência,1.12,1.12,0.82,0,0,0
2020,30211,Conselho Administrativo de Defesa Econômica,09,Previdência Social,0,0,0,0,0,0
2020,30211,Conselho Administrativo de Defesa Econômica,14,Direitos da Cidadania,0.05,0.05,0.06,0.06,0.05,0.05
2020,30211,Conselho Administrativo de Defesa Econômica,28,Encargos Especiais,0,0,0,0,0,0
2020,30211,Conselho Administrativo de Defesa Econômica,99,Reserva de Contingência,0,0,0,0,0,0
2020,32000,Ministério de Minas e Energia,09,Previdência Social,0.09,0.09,0.1,0.1,0.1,0.09
2020,32000,Ministério de Minas e Energia,18,Gestão Ambiental,0.01,0.01,0.01,0,0,0
2020,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,0.56,0.53,0.54,0.5,0.49,0.46
2020,32000,Ministério de Minas e Energia,22,Indústria,0.43,0.41,0.48,0.46,0.44,0.41
2020,32000,Ministério de Minas e Energia,25,Energia,0.51,0.5,0.92,0.91,0.79,0.78
2020,32000,Ministério de Minas e Energia,28,Encargos Especiais,0.14,0.14,0.28,0.25,0.24,0.24
2020,32000,Ministério de Minas e Energia,99,Reserva de Contingência,0.65,0.65,0.65,0,0,0
2020,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",09,Previdência Social,0.01,0.01,0.02,0.02,0.02,0.02
2020,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",25,Energia,0.39,0.38,0.42,0.41,0.36,0.34
2020,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",28,Encargos Especiais,0,0,0,0,0,0
2020,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",99,Reserva de Contingência,1.35,1.35,1.35,0,0,0
2020,32266,Agência Nacional de Energia Elétrica,09,Previdência Social,0,0,0.01,0.01,0.01,0
2020,32266,Agência Nacional de Energia Elétrica,25,Energia,0.35,0.34,0.34,0.32,0.26,0.25
2020,32266,Agência Nacional de Energia Elétrica,28,Encargos Especiais,0.93,0.93,2.04,2.04,1.92,1.92
2020,32266,Agência Nacional de Energia Elétrica,99,Reserva de Contingência,0.23,0.23,0.23,0,0,0
2020,32396,Agência Nacional de Mineração,09,Previdência Social,0.05,0.05,0.07,0.07,0.07,0.07
2020,32396,Agência Nacional de Mineração,22,Indústria,0.28,0.28,0.31,0.29,0.25,0.24
2020,32396,Agência Nacional de Mineração,28,Encargos Especiais,0,0,0,0,0,0
2020,32396,Agência Nacional de Mineração,99,Reserva de Contingência,0.23,0.23,0.23,0,0,0
2020,34000,Ministério Público da União,03,Essencial à Justiça,6.25,6.24,6.58,6.56,6.47,6.46
2020,34000,Ministério Público da União,09,Previdência Social,0.8,0.8,0.87,0.87,0.87,0.87
2020,34000,Ministério Público da União,28,Encargos Especiais,0,0,0,0,0,0
2020,34000,Ministério Público da União,99,Reserva de Contingência,0,0.01,0,0,0,0
2020,35000,Ministério das Relações Exteriores,07,Relações Exteriores,2.07,1.96,4.12,3.9,3.82,3.8
2020,35000,Ministério das Relações Exteriores,09,Previdência Social,0.31,0.31,0.4,0.4,0.4,0.37
2020,35000,Ministério das Relações Exteriores,99,Reserva de Contingência,0,0,0,0,0,0
2020,36000,Ministério da Saúde,09,Previdência Social,6,6,10.29,10.28,10.28,9.55
2020,36000,Ministério da Saúde,10,Saúde,114.36,127.28,186.21,163.53,151.79,149.43
2020,36000,Ministério da Saúde,28,Encargos Especiais,0.11,0.11,0.21,0.2,0.2,0.2
2020,36000,Ministério da Saúde,99,Reserva de Contingência,8.08,0,0,0,0,0
2020,36212,Agência Nacional de Vigilância Sanitária,09,Previdência Social,0.12,0.12,0.17,0.17,0.17,0.16
2020,36212,Agência Nacional de Vigilância Sanitária,10,Saúde,0.69,0.65,0.6,0.56,0.53,0.5
2020,36212,Agência Nacional de Vigilância Sanitária,28,Encargos Especiais,0,0,0,0,0,0
2020,36212,Agência Nacional de Vigilância Sanitária,99,Reserva de Contingência,0,0,0,0,0,0
2020,36213,Agência Nacional de Saúde Suplementar,09,Previdência Social,0,0,0.01,0.01,0.01,0.01
2020,36213,Agência Nacional de Saúde Suplementar,10,Saúde,0.31,0.31,0.32,0.29,0.28,0.27
2020,36213,Agência Nacional de Saúde Suplementar,28,Encargos Especiais,0,0,0.04,0.04,0.04,0.04
2020,36213,Agência Nacional de Saúde Suplementar,99,Reserva de Contingência,0.24,0.25,0.25,0,0,0
2020,37000,Controladoria-Geral da União,04,Administração,0.85,0.81,0.91,0.9,0.86,0.81
2020,37000,Controladoria-Geral da União,09,Previdência Social,0.17,0.17,0.24,0.24,0.24,0.23
2020,39000,Ministério dos Transportes,09,Previdência Social,1.68,1.68,3.11,3.1,3.1,2.88
2020,39000,Ministério dos Transportes,26,Transporte,8.01,9.59,10.33,10.27,6.61,6.53
2020,39000,Ministério dos Transportes,28,Encargos Especiais,0.04,0.04,0.09,0.08,0.08,0.08
2020,39000,Ministério dos Transportes,99,Reserva de Contingência,7.25,7.25,7.25,0,0,0
2020,39250,Agência Nacional de Transportes Terrestres,09,Previdência Social,0.01,0.01,0.02,0.02,0.02,0.02
2020,39250,Agência Nacional de Transportes Terrestres,26,Transporte,0.62,0.61,0.6,0.56,0.49,0.48
2020,39250,Agência Nacional de Transportes Terrestres,28,Encargos Especiais,0,0,0,0,0,0
2020,39250,Agência Nacional de Transportes Terrestres,99,Reserva de Contingência,0.2,0.2,0.2,0,0,0
2020,39251,Agência Nacional de Transportes Aquaviários,09,Previdência Social,0,0,0.01,0.01,0.01,0.01
2020,39251,Agência Nacional de Transportes Aquaviários,26,Transporte,0.16,0.15,0.15,0.14,0.13,0.12
2020,39251,Agência Nacional de Transportes Aquaviários,28,Encargos Especiais,0,0,0,0,0,0
2020,39251,Agência Nacional de Transportes Aquaviários,99,Reserva de Contingência,0.13,0.13,0.13,0,0,0
2020,39254,Agência Nacional de Aviação Civil,09,Previdência Social,0.01,0.01,0.02,0.02,0.02,0.02
2020,39254,Agência Nacional de Aviação Civil,26,Transporte,0.53,0.51,0.51,0.48,0.45,0.42
2020,39254,Agência Nacional de Aviação Civil,28,Encargos Especiais,0,0,0,0,0,0
2020,39254,Agência Nacional de Aviação Civil,99,Reserva de Contingência,0.16,0.16,0.16,0,0,0
2020,44000,Ministério do Meio Ambiente e Mudança do Clima,09,Previdência Social,0.6,0.6,0.74,0.73,0.73,0.67
2020,44000,Ministério do Meio Ambiente e Mudança do Clima,18,Gestão Ambiental,1.51,1.49,1.63,1.58,1.42,1.37
2020,44000,Ministério do Meio Ambiente e Mudança do Clima,28,Encargos Especiais,0.09,0.09,0.13,0.13,0.13,0.13
2020,44000,Ministério do Meio Ambiente e Mudança do Clima,99,Reserva de Contingência,0.47,0.47,0.47,0,0,0
2020,52000,Ministério da Defesa,05,Defesa Nacional,46.03,46.67,82.3,82.15,76.84,73.06
2020,52000,Ministério da Defesa,09,Previdência Social,13.26,13.26,26.07,25.97,25.97,24.04
2020,52000,Ministério da Defesa,28,Encargos Especiais,3.27,3.27,3.49,3.03,3.02,2.98
2020,52000,Ministério da Defesa,99,Reserva de Contingência,9.83,9.87,3.66,0,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,04,Administração,1.03,0.98,1.1,1.03,0.91,0.86
2020,53000,Ministério da Integração e do Desenvolvimento Regional,06,Segurança Pública,0.38,0.54,1.53,1.12,0.76,0.75
2020,53000,Ministério da Integração e do Desenvolvimento Regional,09,Previdência Social,0.54,0.54,0.59,0.58,0.58,0.54
2020,53000,Ministério da Integração e do Desenvolvimento Regional,11,Trabalho,0,0,0,0,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,15,Urbanismo,1.62,8.82,8.72,8.41,1.33,1.25
2020,53000,Ministério da Integração e do Desenvolvimento Regional,16,Habitação,0.02,0.14,0.08,0.08,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,17,Saneamento,0.42,0.4,0.89,0.89,0.83,0.79
2020,53000,Ministério da Integração e do Desenvolvimento Regional,18,Gestão Ambiental,1.38,2.13,2.61,2.54,1.66,1.61
2020,53000,Ministério da Integração e do Desenvolvimento Regional,19,Ciência e Tecnologia,0.01,0.01,0.02,0.02,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,20,Agricultura,0.14,0.23,0.38,0.33,0.09,0.09
2020,53000,Ministério da Integração e do Desenvolvimento Regional,22,Indústria,0,0,0,0,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,26,Transporte,0,0,0,0,0,0
2020,53000,Ministério da Integração e do Desenvolvimento Regional,28,Encargos Especiais,2.52,2.83,2.99,2.97,2.94,2.94
2020,53000,Ministério da Integração e do Desenvolvimento Regional,99,Reserva de Contingência,0.15,0.15,0.15,0,0,0
2020,53210,Agência Nacional de Águas e Saneamento Básico,09,Previdência Social,0,0,0,0,0,0
2020,53210,Agência Nacional de Águas e Saneamento Básico,18,Gestão Ambiental,0.41,0.41,0.42,0.37,0.29,0.28
2020,53210,Agência Nacional de Águas e Saneamento Básico,28,Encargos Especiais,0,0,0,0,0,0
2020,54000,Ministério do Turismo,09,Previdência Social,0.02,0.02,0.17,0.16,0.16,0.14
2020,54000,Ministério do Turismo,13,Cultura,0,0,0.92,0.85,0.34,0.31
2020,54000,Ministério do Turismo,23,Comércio e Serviços,0.19,0.97,1,0.98,0.14,0.13
2020,54000,Ministério do Turismo,28,Encargos Especiais,0,0,0,0,0,0
2020,54207,Agência Nacional do Cinema,09,Previdência Social,0,0,0,0,0,0
2020,54207,Agência Nacional do Cinema,13,Cultura,0,0,0.09,0.07,0.07,0.06
2020,54207,Agência Nacional do Cinema,28,Encargos Especiais,0,0,0,0,0,0
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",04,Administração,0.39,0.37,0.41,0.4,0.37,0.36
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",08,Assistência Social,82.82,92.43,411.51,382.02,378.85,376.44
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",09,Previdência Social,0.19,0.19,0.1,0.1,0.1,0.1
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",11,Trabalho,0.01,0.02,0.01,0.01,0,0
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",13,Cultura,1.01,1.27,0.23,0.23,0.23,0.23
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",14,Direitos da Cidadania,0.05,0.1,0.12,0.12,0.09,0.09
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",27,Desporto e Lazer,0.22,0.69,0.6,0.6,0.1,0.1
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",28,Encargos Especiais,1.35,1.35,1.37,1.37,1.26,1.26
2020,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",99,Reserva de Contingência,0.67,0.67,0.67,0,0,0
2020,59000,Conselho Nacional do Ministério Público,03,Essencial à Justiça,0.09,0.09,0.09,0.09,0.09,0.09
2020,59000,Conselho Nacional do Ministério Público,09,Previdência Social,0,0,0,0,0,0
2020,59000,Conselho Nacional do Ministério Público,99,Reserva de Contingência,0,0,0,0,0,0
2020,60000,Gabinete da Vice-Presidência da República,04,Administração,0.01,0.01,0.02,0.02,0.01,0.01
2020,63000,Advocacia-Geral da União,03,Essencial à Justiça,0.66,0.64,0.97,0.96,0.83,0.8
2020,63000,Advocacia-Geral da União,04,Administração,1.2,1.13,2.34,2.34,2.3,2.14
2020,63000,Advocacia-Geral da União,09,Previdência Social,0.54,0.54,0.77,0.77,0.77,0.71
2020,63000,Advocacia-Geral da União,28,Encargos Especiais,0,0,0,0,0,0
2020,71101,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,8.16,8.16,73.18,72.68,71.64,71.64
2020,71101,Recursos sob Supervisão do Ministério da Fazenda,99,Reserva de Contingência,2.29,2.29,0.3,0,0,0
2020,71103,Encargos Financeiros da União,28,Encargos Especiais,2.55,2.55,24.33,23.69,23.44,23.37
2020,71104,Remuneração de Agentes Financeiros,28,Encargos Especiais,0.46,0.43,0.75,0.66,0.53,0.53
2020,71903,Fundo Social,28,Encargos Especiais,10.34,10.34,10.34,0,0,0
2020,71904,Fundo de Estabilidade do Seguro Rural,04,Administração,0.01,0.01,0.01,0.01,0.01,0
2020,71904,Fundo de Estabilidade do Seguro Rural,28,Encargos Especiais,0.03,0.03,0.03,0.01,0.01,0.01
2020,71904,Fundo de Estabilidade do Seguro Rural,99,Reserva de Contingência,0.34,0.34,0.34,0,0,0
2020,71905,Fundo de Garantia à Exportação,28,Encargos Especiais,1.4,1.4,1.39,1.34,0.87,0.87
2020,71905,Fundo de Garantia à Exportação,99,Reserva de Contingência,0.75,0.75,0.75,0,0,0
2020,71906,Fundo Especial de Financiamento de Campanhas,28,Encargos Especiais,0.77,2.03,2.03,2.03,2.03,2.03
2020,73000,"Transferências a Estados, Distrito Federal e Municípios",28,Encargos Especiais,42.43,42.43,43.69,43.49,32.54,32.54
2020,73101,Recursos sob Supervisão do Ministério da Fazenda,04,Administração,0.01,0.01,0.01,0.01,0.01,0.01
2020,73101,Recursos sob Supervisão do Ministério da Fazenda,09,Previdência Social,2.43,2.43,2.83,2.81,2.81,2.61
2020,73101,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,2.98,3.63,83.85,82.82,81.79,81.61
2020,73107,Recursos sob Supervisão do Ministério da Educação,28,Encargos Especiais,13.63,13.63,13.63,13.63,11.04,11.04
2020,73108,Transferências Constitucionais,28,Encargos Especiais,224.73,224.73,223.46,223.46,202.22,202.22
2020,73115,Recursos sob Supervisão do Ministério da Agricultura e Pecuária,28,Encargos Especiais,0.01,0.01,0.01,0,0,0
2020,73117,Recursos sob Supervisão do Ministério do Turismo,28,Encargos Especiais,0,0,3,3,3,3
2020,73901,Fundo Constitucional do Distrito Federal,09,Previdência Social,1.39,1.39,1.54,1.54,1.54,1.54
2020,73901,Fundo Constitucional do Distrito Federal,28,Encargos Especiais,14.35,14.35,14.15,14.15,13.96,13.68
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,08,Assistência Social,0,0,0.01,0.01,0,0
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,20,Agricultura,4.65,4.65,6.24,5.43,2.5,2.5
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,22,Indústria,0,0,0,0,0,0
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,23,Comércio e Serviços,2.9,2.7,2.46,1.7,1.7,1.7
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,25,Energia,0,0,0,0,0,0
2020,74101,Recursos sob Supervisão da Secretaria do Tesouro Nacional,28,Encargos Especiais,0,0,34.34,6.98,6.81,6.81
2020,74102,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,0.12,0.12,10.12,5.09,5.08,5.08
2020,74104,Recursos sob Supervisão do Ministério da Agricultura e Pecuária,20,Agricultura,0.5,0.18,0.19,0.03,0.03,0.03
2020,74201,Recursos sob Supervisão da Superintendência de Seguros Privados/SUSEP,28,Encargos Especiais,0,0,0,0,0,0
2020,74202,Recursos sob Supervisão da Agência Nacional de Saúde Suplementar/ANS,10,Saúde,0,0,0,0,0,0
2020,74203,Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,21,Organização Agrária,0.27,0.27,0.27,0.27,0,0
